,policy_id,authorities_contacted_police,injury_claim,num_vehicles_involved,incident_type_collision,policy_liability,fraud,customer_gender_male,num_injuries,incident_dow,collision_type_front,driver_relationship_self,authorities_contacted_fire,incident_day,total_claim_amount,incident_month,incident_severity,policy_state_or,customer_gender_female,collision_type_rear,policy_state_id,incident_type_theft,policy_deductable,policy_state_az,policy_state_ca,num_witnesses,driver_relationship_spouse,driver_relationship_na,policy_state_nv,vehicle_claim,policy_annual_premium,driver_relationship_other,incident_hour,collision_type_na,driver_relationship_child,num_claims_past_year,months_as_customer,police_report_available,authorities_contacted_ambulance,customer_education,customer_age,incident_type_breakin,auto_year,authorities_contacted_none,num_insurers_past_5_years,collision_type_side,policy_state_wa
1208,4901,1,0.0,1,0,1,0,0,0,4,0,0,0,13,12500.0,12,0,0,1,0,0,0,750,0,1,0,0,1,0,12500.0,2800,0,2,1,0,0,49,0,0,2,27,1,2019,0,1,0,0
1209,3209,1,9500.0,3,1,1,0,1,3,6,0,0,0,30,37000.0,6,2,0,0,0,0,0,750,1,0,0,0,0,0,27500.0,3000,0,2,0,1,1,88,1,0,3,28,0,2013,0,1,1,0
1210,4935,0,0.0,2,1,0,0,1,0,1,0,1,0,5,1000.0,2,0,0,0,0,0,0,750,1,0,0,0,0,0,1000.0,3000,0,16,0,0,0,110,0,0,2,48,0,2019,1,1,1,0
1211,3404,0,0.0,2,1,0,0,1,0,6,0,1,0,10,15500.0,3,0,0,0,1,0,0,750,1,0,0,0,0,0,15500.0,3000,0,5,0,0,1,77,0,0,3,44,0,2019,1,1,0,0
1212,3520,1,0.0,3,1,0,0,1,0,5,1,0,0,23,30000.0,2,2,0,0,0,0,0,750,0,1,0,0,0,0,30000.0,2950,1,11,0,0,0,101,1,0,4,34,0,2016,0,1,0,0
1213,1949,1,0.0,1,0,1,0,0,0,2,0,0,0,11,15500.0,12,0,0,1,0,0,0,750,1,0,0,0,1,0,15500.0,3000,0,0,1,0,0,44,0,0,4,39,1,2019,0,1,0,0
1214,3686,1,0.0,4,1,1,0,1,0,1,0,1,0,22,14000.0,10,1,0,0,1,0,0,750,0,1,4,0,0,0,14000.0,3000,0,13,0,0,0,3,1,0,1,33,0,2018,0,1,0,0
1215,2213,1,0.0,2,1,1,0,0,0,0,1,1,0,18,25500.0,3,1,0,1,0,0,0,750,0,0,2,0,0,1,25500.0,2800,0,17,0,0,0,80,1,0,3,61,0,2019,0,1,0,0
1216,4133,0,15000.0,2,1,0,0,1,1,4,0,1,0,18,53000.0,10,2,0,0,1,0,0,750,0,1,1,0,0,0,38000.0,3000,0,11,0,0,0,127,0,1,4,48,0,2018,0,1,0,0
1217,976,0,0.0,2,1,3,0,1,0,5,0,1,1,19,39500.0,1,2,1,0,1,0,0,750,0,0,0,0,0,0,39500.0,3000,0,7,0,0,0,55,0,0,1,72,0,2019,0,2,0,0
1218,2725,1,0.0,1,0,0,0,1,0,3,0,0,0,31,16500.0,10,1,0,0,0,0,1,750,0,1,0,0,1,0,16500.0,2500,0,6,1,0,0,65,0,0,4,58,0,2013,0,1,0,0
1219,2829,1,9000.0,2,1,2,0,0,2,2,1,1,0,12,47500.0,6,2,0,1,0,0,0,750,0,1,2,0,0,0,38500.0,2950,0,7,0,0,0,71,0,0,3,37,0,2020,0,1,0,0
1220,1249,1,5500.0,3,1,0,0,0,1,4,0,1,0,1,33500.0,2,2,0,1,1,0,0,750,0,1,0,0,0,0,28000.0,2700,0,2,0,0,0,221,1,0,3,53,0,2016,0,1,0,0
1221,4675,0,0.0,2,1,1,0,1,0,1,1,1,0,3,8000.0,12,0,1,0,0,0,0,750,0,0,0,0,0,0,8000.0,3000,0,2,0,0,0,17,0,0,1,23,0,2019,1,1,0,0
1222,1436,1,38500.0,4,1,1,0,0,2,4,1,0,0,16,68500.0,8,2,0,1,0,0,0,750,1,0,3,0,0,0,30000.0,3000,0,16,0,1,0,158,1,0,1,48,0,2014,0,1,0,0
1223,4749,0,0.0,1,1,0,0,1,0,1,1,1,0,22,8000.0,1,0,0,0,0,0,0,750,0,1,0,0,0,0,8000.0,3000,0,20,0,0,0,109,0,0,4,66,0,2017,1,1,0,0
1224,3061,1,0.0,1,0,0,0,0,0,1,0,0,0,14,12500.0,5,1,0,1,0,0,0,750,0,1,1,0,1,0,12500.0,3000,0,17,1,0,0,136,0,0,3,30,1,2009,0,1,0,0
1225,4837,1,0.0,1,0,1,0,1,0,3,0,0,0,19,4000.0,9,0,0,0,0,0,0,750,0,1,0,0,1,0,4000.0,2600,0,4,1,0,0,118,0,0,3,42,1,2018,0,1,0,0
1226,4857,1,0.0,2,1,1,0,1,0,1,1,1,0,17,22000.0,12,1,0,0,0,0,0,750,0,1,0,0,0,0,22000.0,3000,0,11,0,0,0,73,1,0,4,29,0,2019,0,1,0,0
1227,3215,1,0.0,1,0,0,0,1,0,0,0,0,0,26,6500.0,8,0,0,0,0,0,0,750,0,1,1,0,1,0,6500.0,2650,0,8,1,0,0,155,0,0,4,37,1,2004,0,1,0,0
1228,3363,1,0.0,3,1,2,0,1,0,6,0,1,0,7,15500.0,4,1,0,0,0,0,0,750,0,1,1,0,0,0,15500.0,2700,0,20,0,0,0,139,1,0,4,32,0,2019,0,1,1,0
1229,1719,0,0.0,2,1,1,0,1,0,6,0,1,0,23,10500.0,6,0,0,0,0,0,0,750,0,0,1,0,0,0,10500.0,3000,0,7,0,0,1,197,0,0,1,45,0,2013,1,1,1,1
1230,3411,1,0.0,3,1,3,0,0,0,5,0,0,0,13,2500.0,7,1,0,1,0,0,0,750,0,0,0,1,0,0,2500.0,3000,0,13,0,0,1,91,1,0,3,34,0,2003,0,1,1,1
1231,3443,1,0.0,2,1,0,0,1,0,3,0,0,0,29,15500.0,8,1,0,0,1,0,0,750,0,1,0,1,0,0,15500.0,3000,0,9,0,0,0,88,0,0,3,63,0,2015,0,1,0,0
1232,1777,1,0.0,3,1,0,0,1,0,3,0,1,0,17,34500.0,1,2,0,0,0,0,0,750,0,1,3,0,0,0,34500.0,3000,0,8,0,0,0,48,1,0,3,34,0,2018,0,2,1,0
1233,3483,1,0.0,2,1,2,0,1,0,4,1,1,0,12,20000.0,4,1,0,0,0,1,0,750,0,0,1,0,0,0,20000.0,3000,0,11,0,0,0,192,1,0,3,62,0,2019,0,1,0,0
1234,3622,1,27000.0,3,1,2,0,1,3,0,1,1,0,11,47000.0,3,1,0,0,0,0,0,750,0,1,3,0,0,0,20000.0,3000,0,9,0,0,0,8,1,0,4,34,0,2017,0,2,0,0
1235,375,1,0.0,2,1,2,1,1,0,3,1,1,0,3,18500.0,1,1,0,0,0,0,0,750,0,1,0,0,0,0,18500.0,3000,0,19,0,0,0,1,0,0,3,20,0,2016,0,3,0,0
1236,3890,1,11500.0,2,1,1,0,1,3,5,0,0,0,16,27000.0,11,1,1,0,0,0,0,750,0,0,0,1,0,0,15500.0,3000,0,20,0,0,0,298,0,0,0,60,0,2014,0,1,1,0
1237,814,1,7500.0,3,1,1,0,1,1,0,0,1,0,2,46500.0,12,2,0,0,1,0,0,750,0,1,0,0,0,0,39000.0,3000,0,11,0,0,0,150,1,0,3,73,0,2020,0,1,0,0
1238,837,1,30000.0,3,1,0,0,1,3,4,1,1,0,22,58000.0,11,2,0,0,0,0,0,750,0,1,3,0,0,0,28000.0,3000,0,10,0,0,0,190,1,0,3,53,0,2013,0,1,0,0
1239,4238,1,0.0,1,0,2,1,1,0,2,0,0,0,13,7500.0,3,0,0,0,0,0,0,750,0,1,0,0,1,0,7500.0,3000,0,5,1,0,0,43,0,0,4,40,1,2009,0,2,0,0
1240,1184,1,19500.0,2,1,1,0,0,1,3,1,1,0,31,40000.0,1,1,0,1,0,0,0,750,0,1,0,0,0,0,20500.0,3000,0,13,0,0,0,50,0,0,0,37,0,2017,0,1,0,0
1241,1190,0,0.0,2,1,0,0,1,0,0,0,1,0,14,11000.0,10,0,0,0,1,0,0,750,1,0,2,0,0,0,11000.0,2650,0,8,0,0,0,66,0,0,1,55,0,2016,1,1,0,0
1242,1198,0,0.0,2,1,1,0,0,0,4,0,1,0,26,15000.0,7,1,0,1,0,0,0,750,1,0,1,0,0,0,15000.0,3000,0,11,0,0,0,118,0,1,3,71,0,2016,0,1,1,0
1243,4508,0,28500.0,2,1,1,0,0,4,4,0,0,1,26,60000.0,7,2,0,1,0,0,0,750,0,0,1,1,0,0,31500.0,3000,0,17,0,0,0,89,0,0,3,41,0,2013,0,1,1,1
1244,2863,0,0.0,2,1,1,0,0,0,2,0,1,0,13,7500.0,3,0,1,1,0,0,0,750,0,0,1,0,0,0,7500.0,2750,0,15,0,0,0,209,0,0,3,53,0,2014,1,1,1,0
1245,1268,1,0.0,1,0,3,0,1,0,0,0,0,0,18,4500.0,2,0,0,0,0,0,0,750,0,1,0,0,1,0,4500.0,2700,0,14,1,0,0,90,0,0,1,48,1,2016,0,1,0,0
1246,2955,0,0.0,2,1,0,0,1,0,3,1,1,0,7,9000.0,3,0,0,0,0,0,0,750,0,1,1,0,0,0,9000.0,3000,0,12,0,0,2,94,0,0,3,45,0,2014,1,1,0,0
1247,1341,1,6000.0,2,1,2,0,1,2,6,1,1,0,1,23500.0,12,1,0,0,0,0,0,750,0,0,1,0,0,0,17500.0,3000,0,11,0,0,0,9,0,0,4,48,0,2018,0,5,0,1
1248,4682,0,0.0,1,1,2,0,1,0,5,1,1,0,8,14000.0,6,0,0,0,0,0,0,750,1,0,0,0,0,0,14000.0,3000,0,16,0,0,0,195,0,0,3,68,0,2016,1,1,0,0
1249,3038,1,0.0,1,0,1,0,1,0,1,0,0,0,31,8500.0,12,0,0,0,0,0,0,750,0,1,0,0,1,0,8500.0,3000,0,15,1,0,0,16,0,0,1,19,1,2016,0,2,0,0
1250,3366,1,0.0,3,1,2,0,1,0,3,0,1,0,3,36500.0,10,2,0,0,1,0,0,750,0,1,1,0,0,0,36500.0,3000,0,23,0,0,1,99,1,0,1,66,0,2020,0,1,0,0
1251,82,1,0.0,2,1,0,0,1,0,0,1,1,0,29,15500.0,4,1,0,0,0,0,0,750,0,1,2,0,0,0,15500.0,2700,0,12,0,0,0,40,0,0,1,37,0,2018,0,2,0,0
1252,137,1,1500.0,2,1,2,0,1,1,1,0,0,0,19,12500.0,2,1,0,0,0,0,0,750,0,0,0,0,0,0,11000.0,3000,1,15,0,0,0,15,1,0,3,20,0,2016,0,1,1,1
1253,3956,1,0.0,3,1,3,0,1,0,4,1,0,0,17,9500.0,5,0,0,0,0,0,0,750,0,1,2,1,0,0,9500.0,3000,0,9,0,0,0,18,1,0,1,33,0,2019,0,2,0,0
1254,695,0,25000.0,2,1,1,0,1,1,3,1,1,1,28,58000.0,11,2,0,0,0,0,0,750,0,1,0,0,0,0,33000.0,3000,0,9,0,0,0,20,0,0,2,48,0,2015,0,1,0,0
1255,841,0,0.0,1,1,1,0,1,0,1,1,1,0,13,9500.0,8,0,0,0,0,1,0,750,0,0,0,0,0,0,9500.0,3000,0,16,0,0,0,25,0,0,3,21,0,2017,1,1,0,0
1256,4157,1,0.0,2,1,1,0,1,0,4,0,1,0,9,13500.0,8,1,0,0,1,0,0,750,0,1,0,0,0,0,13500.0,2800,0,17,0,0,0,72,0,0,3,42,0,2014,0,1,0,0
1257,2535,1,6500.0,3,1,1,0,0,1,0,0,1,0,21,48000.0,1,2,0,1,0,0,0,750,0,1,2,0,0,0,41500.0,2550,0,8,0,0,0,370,1,0,2,68,0,2020,0,1,1,0
1258,974,0,0.0,2,1,0,0,0,0,6,0,1,0,15,9500.0,9,0,0,1,1,0,0,750,0,1,2,0,0,0,9500.0,2850,0,3,0,0,0,202,0,0,3,58,0,2018,1,1,0,0
1259,4312,0,0.0,2,1,3,0,1,0,0,0,1,0,13,5000.0,5,0,0,0,1,0,0,750,0,0,2,0,0,0,5000.0,3000,0,7,0,0,0,191,0,0,4,65,0,2016,1,1,0,1
1260,4392,1,0.0,2,1,1,1,1,0,2,0,1,0,27,11500.0,11,0,0,0,0,0,0,750,1,0,0,0,0,0,11500.0,3000,0,6,0,0,0,47,0,0,1,50,0,2019,0,3,1,0
1261,1153,1,0.0,3,1,0,0,0,0,2,1,1,0,25,12000.0,9,0,0,1,0,0,0,750,0,1,3,0,0,0,12000.0,3000,0,10,0,0,0,87,1,0,1,33,0,2020,0,1,0,0
1262,1207,1,0.0,3,1,1,0,1,0,6,0,1,0,25,8500.0,8,1,0,0,0,0,0,750,0,0,2,0,0,0,8500.0,3000,0,14,0,0,0,162,1,0,1,55,0,2013,0,1,1,1
1263,1298,0,0.0,2,1,2,0,1,0,2,1,1,0,4,13000.0,9,0,0,0,0,0,0,750,0,1,0,0,0,0,13000.0,3000,0,5,0,0,0,53,0,0,1,34,0,2016,1,2,0,0
1264,1532,1,0.0,1,0,1,0,1,0,3,0,0,0,5,8500.0,9,0,0,0,0,0,0,750,0,1,0,0,1,0,8500.0,2700,0,11,1,0,0,54,0,0,4,30,1,2020,0,1,0,0
1265,4888,1,0.0,1,0,2,0,0,0,3,0,0,0,31,26500.0,10,1,0,1,0,1,1,750,0,0,0,0,1,0,26500.0,3000,0,12,1,0,0,65,0,0,4,37,0,2019,0,1,0,0
1266,3244,0,0.0,2,1,1,0,1,0,3,1,1,0,28,12000.0,3,0,0,0,0,0,0,750,0,1,0,0,0,0,12000.0,3000,0,14,0,0,0,73,0,0,1,46,0,2018,1,1,0,0
1267,20,1,0.0,2,1,0,0,0,0,0,0,0,0,23,20000.0,9,1,0,1,1,0,0,750,0,1,0,1,0,0,20000.0,2950,0,20,0,0,0,93,1,0,3,33,0,2015,0,1,0,0
1268,3384,0,0.0,2,1,3,0,0,0,2,1,1,0,4,13000.0,12,0,1,1,0,0,0,750,0,0,1,0,0,0,13000.0,3000,0,8,0,0,0,40,0,0,4,23,0,2018,1,1,0,0
1269,3428,1,0.0,4,1,1,0,1,0,2,0,1,0,17,37000.0,7,2,0,0,0,0,0,750,0,0,2,0,0,1,37000.0,3000,0,12,0,0,0,484,1,0,3,59,0,2017,0,1,1,0
1270,367,1,14500.0,3,1,2,0,1,3,4,1,0,0,29,40500.0,11,2,0,0,0,0,0,750,0,1,0,0,0,0,26000.0,3000,1,16,0,0,0,91,1,0,3,45,0,2013,0,1,0,0
1271,3748,1,17000.0,3,1,2,0,1,1,3,0,0,0,24,46500.0,1,2,0,0,1,0,0,750,0,1,2,0,0,0,29500.0,3000,1,1,0,0,0,320,1,0,3,69,0,2018,0,1,0,0
1272,425,1,50000.0,3,1,1,0,1,3,1,0,1,0,26,75500.0,2,2,0,0,1,0,0,750,0,1,0,0,0,0,25500.0,3000,0,13,0,0,0,22,1,0,4,27,0,2015,0,2,0,0
1273,2298,1,0.0,2,1,0,0,0,0,5,1,1,0,11,16500.0,5,1,0,1,0,0,0,750,0,1,1,0,0,0,16500.0,3000,0,5,0,0,0,68,0,0,1,56,0,2017,0,1,0,0
1274,4050,1,0.0,1,0,0,0,1,0,2,0,0,0,22,17000.0,5,1,0,0,0,0,1,750,0,1,1,0,1,0,17000.0,3000,0,13,1,0,0,9,0,0,3,20,0,2018,0,5,0,0
1275,2419,1,6500.0,2,1,3,0,0,2,4,1,1,0,1,23000.0,3,1,0,1,0,0,0,750,0,0,0,0,0,0,16500.0,3000,0,19,0,0,0,281,0,0,3,63,0,2017,0,1,0,1
1276,4764,0,0.0,2,1,1,0,0,0,2,1,1,0,6,14500.0,3,0,0,1,0,0,0,750,0,0,0,0,0,0,14500.0,2850,0,7,0,0,0,143,0,0,4,57,0,2016,1,1,0,1
1277,4836,1,0.0,2,1,3,0,1,0,3,1,1,0,13,7000.0,6,0,0,0,0,0,0,750,0,1,2,0,0,0,7000.0,3000,0,12,0,0,0,11,1,0,4,29,0,2017,0,2,0,0
1278,1615,1,0.0,3,1,2,0,1,0,0,1,1,0,16,36500.0,9,2,0,0,0,0,0,750,0,1,0,0,0,0,36500.0,3000,0,6,0,0,0,184,1,0,2,55,0,2016,0,1,0,0
1279,1627,0,0.0,1,1,2,0,1,0,1,0,1,0,17,13500.0,12,0,0,0,1,0,0,750,0,1,0,0,0,0,13500.0,3000,0,12,0,0,0,46,0,0,3,54,0,2013,1,2,0,0
1280,3291,1,0.0,2,1,1,0,1,0,2,1,1,0,27,8000.0,2,0,0,0,0,0,0,750,1,0,0,0,0,0,8000.0,3000,0,4,0,0,0,107,1,0,1,50,0,2013,0,1,0,0
1281,24,1,25000.0,3,1,1,0,1,1,2,1,1,0,6,59000.0,3,2,0,0,0,0,0,750,0,0,3,0,0,1,34000.0,2750,0,8,0,0,0,34,1,0,4,32,0,2018,0,1,0,0
1282,3425,1,0.0,3,1,2,0,1,0,1,1,1,0,23,33500.0,7,2,0,0,0,0,0,750,0,1,3,0,0,0,33500.0,3000,0,10,0,0,0,206,1,0,3,44,0,2017,0,1,0,0
1283,145,1,0.0,3,1,1,0,1,0,1,0,1,0,5,25500.0,3,1,0,0,1,0,0,750,0,1,2,0,0,0,25500.0,2900,0,21,0,0,0,124,1,0,3,60,0,2020,0,1,0,0
1284,246,0,0.0,2,1,1,0,1,0,5,1,1,0,21,4000.0,12,0,0,0,0,1,0,750,0,0,0,0,0,0,4000.0,3000,0,6,0,0,2,39,0,0,3,56,0,2015,1,3,0,0
1285,3585,0,0.0,2,1,1,0,1,0,4,0,1,0,31,9500.0,5,0,0,0,1,0,0,750,1,0,1,0,0,0,9500.0,3000,0,9,0,0,0,120,0,0,3,50,0,2018,1,1,0,0
1286,3645,0,0.0,2,1,1,0,1,0,3,0,1,0,7,11500.0,2,0,0,0,1,0,0,750,0,0,1,0,0,1,11500.0,3000,0,8,0,0,0,42,0,0,3,36,0,2020,1,1,0,0
1287,3779,1,0.0,2,1,2,0,1,0,0,0,1,0,7,7500.0,10,0,0,0,1,0,0,750,0,1,1,0,0,0,7500.0,2600,0,10,0,0,0,258,0,0,1,57,0,2010,0,1,0,0
1288,3794,1,7000.0,2,1,0,0,1,2,4,1,1,0,21,29000.0,6,1,0,0,0,0,0,750,0,1,3,0,0,0,22000.0,2900,0,4,0,0,0,377,1,0,3,54,0,2018,0,1,0,0
1289,2198,1,0.0,3,1,1,0,1,0,2,0,0,0,5,9000.0,6,0,1,0,0,0,0,750,0,0,2,0,0,0,9000.0,3000,0,18,0,1,0,259,1,0,3,50,0,2019,0,1,1,0
1290,2206,0,0.0,2,1,0,0,1,0,0,0,0,0,4,15500.0,2,0,0,0,1,0,0,750,0,1,1,0,0,0,15500.0,3000,0,15,0,1,0,108,0,0,3,40,0,2017,1,1,0,0
1291,612,0,0.0,2,1,2,0,1,0,1,0,0,0,9,8000.0,4,0,0,0,0,0,0,750,0,1,1,1,0,0,8000.0,2900,0,10,0,0,0,64,0,0,1,46,0,2019,1,1,1,0
1292,2299,1,9000.0,2,1,0,0,1,1,6,0,1,0,5,28500.0,5,1,0,0,1,0,0,750,0,1,1,0,0,0,19500.0,3000,0,3,0,0,0,6,1,0,1,24,0,2016,0,4,0,0
1293,2348,1,8500.0,2,1,0,0,1,2,1,1,0,0,23,18000.0,7,1,0,0,0,0,0,750,0,1,0,0,0,0,9500.0,2800,0,7,0,1,0,15,0,0,3,21,0,2014,0,4,0,0
1294,727,0,0.0,1,1,1,0,1,0,4,0,1,0,27,11000.0,9,0,0,0,1,0,0,750,0,0,0,0,0,1,11000.0,3000,0,6,0,0,0,66,0,0,0,32,0,2018,1,1,0,0
1295,810,0,0.0,2,1,1,0,1,0,6,1,1,0,17,10500.0,2,0,0,0,0,0,0,750,0,0,0,0,0,1,10500.0,3000,0,5,0,0,1,204,0,0,4,49,0,2014,1,1,0,0
1296,2483,0,0.0,2,1,0,0,1,0,6,1,1,0,29,10000.0,12,0,0,0,0,0,0,750,0,1,0,0,0,0,10000.0,2800,0,14,0,0,0,95,0,0,3,36,0,2015,1,1,0,0
1297,898,1,0.0,1,0,0,0,0,0,1,0,0,0,9,19500.0,7,1,0,1,0,0,1,750,0,1,0,0,1,0,19500.0,2800,0,11,1,0,0,128,0,0,3,54,0,2019,0,1,0,0
1298,1027,1,0.0,3,1,1,0,1,0,4,0,0,0,1,36000.0,11,2,0,0,0,0,0,750,0,1,1,0,0,0,36000.0,3000,1,7,0,0,1,71,1,0,3,30,0,2018,0,1,1,0
1299,1040,0,25000.0,2,1,1,0,1,1,3,1,1,1,14,55500.0,11,2,0,0,0,0,0,750,0,0,0,0,0,1,30500.0,2950,0,22,0,0,0,40,0,0,3,57,0,2015,0,1,0,0
1300,4449,1,0.0,1,0,2,0,1,0,0,0,0,0,30,15500.0,9,1,0,0,0,0,1,750,1,0,0,0,1,0,15500.0,2650,0,18,1,0,0,115,0,0,1,48,0,2015,0,1,0,0
1301,4503,1,0.0,1,0,3,0,1,0,3,0,0,0,5,14000.0,9,0,0,0,0,0,0,750,0,0,0,0,1,0,14000.0,3000,0,12,1,0,0,72,0,0,3,38,1,2016,0,1,0,1
1302,2832,1,0.0,3,1,1,0,1,0,2,1,1,0,13,37000.0,2,2,0,0,0,0,0,1100,0,0,0,0,0,0,37000.0,2600,0,8,0,0,0,28,1,0,1,24,0,2015,0,3,0,1
1303,2932,1,0.0,3,1,0,0,1,0,4,0,1,0,18,10000.0,1,0,0,0,1,0,0,750,1,0,3,0,0,0,10000.0,3000,0,0,0,0,0,111,1,0,2,58,0,2016,0,1,0,0
1304,4664,1,0.0,2,1,0,0,1,0,1,0,1,0,19,43500.0,11,2,0,0,1,0,0,750,0,1,0,0,0,0,43500.0,3000,0,5,0,0,0,181,1,0,3,64,0,2020,0,1,0,0
1305,4768,1,0.0,3,1,1,0,1,0,4,0,0,0,4,13500.0,1,1,0,0,0,0,0,750,0,1,3,0,0,0,13500.0,3000,0,17,0,1,0,115,1,0,4,41,0,2016,0,1,1,0
1306,3080,1,14000.0,2,1,0,0,1,1,4,1,1,0,9,32000.0,8,1,0,0,0,0,0,750,0,1,2,0,0,0,18000.0,3000,0,16,0,0,0,45,1,0,1,25,0,2017,0,1,0,0
1307,1447,1,8500.0,1,0,2,0,1,1,4,0,0,0,25,25000.0,1,1,0,0,0,0,1,750,0,1,0,0,1,0,16500.0,3000,0,7,1,0,0,89,0,0,1,51,0,2018,0,1,0,0
1308,1503,1,0.0,2,1,2,0,1,0,0,1,1,0,11,16500.0,2,1,1,0,0,0,0,750,0,0,0,0,0,0,16500.0,2800,0,8,0,0,0,98,1,0,0,40,0,2015,0,1,0,0
1309,1505,1,0.0,1,0,0,0,1,0,2,0,0,0,18,9500.0,9,1,0,0,0,0,1,750,0,1,0,0,1,0,9500.0,2450,0,14,1,0,0,72,0,0,3,55,0,2014,0,1,0,0
1310,1655,0,0.0,1,1,3,0,1,0,1,0,1,1,27,30000.0,8,2,0,0,0,1,0,750,0,0,1,0,0,0,30000.0,3000,0,13,0,0,2,141,0,0,3,67,0,2016,0,1,1,0
1311,3317,1,9000.0,3,1,2,0,1,1,5,1,1,0,12,49500.0,10,2,0,0,0,0,0,750,0,1,2,0,0,0,40500.0,3000,0,8,0,0,0,89,1,0,3,52,0,2019,0,1,0,0
1312,149,1,0.0,2,1,3,0,0,0,2,1,1,0,6,15000.0,11,1,0,1,0,0,0,750,0,1,0,0,0,0,15000.0,2950,0,7,0,0,0,77,0,0,4,28,0,2018,0,1,0,0
1313,3482,1,0.0,5,1,0,0,0,0,2,0,1,0,3,34500.0,7,2,0,1,0,0,0,750,0,1,1,0,0,0,34500.0,2400,0,15,0,0,0,105,1,0,3,71,0,2015,0,1,1,0
1314,183,1,0.0,3,1,3,0,1,0,2,1,1,0,3,19000.0,7,2,0,0,0,0,0,750,0,0,1,0,0,1,19000.0,2950,0,22,0,0,0,57,1,0,3,54,0,2012,0,2,0,0
1315,216,1,0.0,1,0,0,0,1,0,0,0,0,0,4,23000.0,11,1,0,0,0,0,0,750,0,1,0,0,1,0,23000.0,3000,0,13,1,0,0,39,0,0,2,31,1,2019,0,1,0,0
1316,267,0,0.0,2,1,2,0,0,0,5,1,1,0,26,8500.0,1,0,0,1,0,0,0,750,0,1,2,0,0,0,8500.0,3000,0,2,0,0,0,79,0,0,4,55,0,2015,1,1,0,0
1317,2011,1,0.0,3,1,1,0,1,0,4,1,1,0,21,27000.0,6,1,1,0,0,0,0,750,0,0,3,0,0,0,27000.0,3000,0,6,0,0,0,55,1,0,1,52,0,2019,0,1,0,0
1318,2124,1,0.0,2,1,0,0,1,0,4,0,1,0,3,12000.0,5,1,0,0,1,0,0,750,0,1,1,0,0,0,12000.0,3000,0,16,0,0,0,34,1,0,4,44,0,2011,0,3,0,0
1319,486,0,0.0,2,1,0,0,0,0,3,1,0,0,24,9000.0,10,0,0,1,0,0,0,750,0,1,1,1,0,0,9000.0,3000,0,3,0,0,0,116,0,0,3,37,0,2019,1,1,0,0
1320,545,1,13500.0,4,1,3,0,1,4,2,0,0,0,27,39500.0,3,2,0,0,0,0,0,750,0,1,1,1,0,0,26000.0,2650,0,7,0,0,0,9,1,0,1,24,0,2013,0,4,1,0
1321,617,1,25000.0,3,1,1,0,1,1,1,1,1,0,12,56000.0,3,2,0,0,0,0,0,750,0,0,1,0,0,0,31000.0,2500,0,10,0,0,0,162,1,0,1,59,0,2016,0,1,0,1
1322,4008,1,0.0,2,1,1,0,0,0,6,1,1,0,28,9500.0,7,1,0,1,0,0,0,750,0,1,1,0,0,0,9500.0,3000,0,9,0,0,0,76,1,0,3,46,0,2013,0,1,0,0
1323,2389,0,0.0,1,1,2,0,1,0,3,0,0,0,11,14500.0,7,0,0,0,0,0,0,750,0,1,0,0,0,0,14500.0,2600,1,18,0,0,0,138,0,0,4,56,0,2017,1,1,1,0
1324,2390,1,0.0,2,1,0,0,1,0,4,1,1,0,16,16500.0,8,1,0,0,0,0,0,750,0,1,2,0,0,0,16500.0,2700,0,9,0,0,0,82,0,0,3,33,0,2015,0,1,0,0
1325,789,0,0.0,2,1,0,1,1,0,2,1,1,0,4,8000.0,12,0,0,0,0,0,0,750,0,1,1,0,0,0,8000.0,3000,0,5,0,0,2,90,0,0,3,47,0,2020,1,1,0,0
1326,2449,0,0.0,2,1,1,0,1,0,4,1,1,0,17,5000.0,5,0,1,0,0,0,0,750,0,0,0,0,0,0,5000.0,2600,0,15,0,0,0,422,0,0,4,58,0,2012,1,1,0,0
1327,4142,0,0.0,2,1,3,0,1,0,1,1,0,0,31,4000.0,12,0,0,0,0,0,0,750,0,0,0,1,0,1,4000.0,3000,0,21,0,0,0,93,0,0,4,53,0,2014,1,1,0,0
1328,4164,1,0.0,1,0,1,0,1,0,0,0,0,0,4,11000.0,2,1,0,0,0,0,1,750,0,0,0,0,1,1,11000.0,3000,0,15,1,0,0,27,0,0,4,24,0,2020,0,3,0,0
1329,4244,1,15000.0,2,1,0,0,1,1,6,1,1,0,21,22000.0,4,1,0,0,0,0,0,750,0,1,1,0,0,0,7000.0,3000,0,8,0,0,0,71,0,0,2,31,0,2011,0,1,0,0
1330,4247,1,24500.0,3,1,0,0,1,4,2,0,1,0,12,66500.0,6,2,0,0,0,0,0,750,0,1,2,0,0,0,42000.0,3000,0,8,0,0,0,174,1,0,1,60,0,2020,0,1,1,0
1331,2587,1,7000.0,4,1,0,0,1,2,3,1,1,0,3,51500.0,10,2,0,0,0,0,0,750,0,1,3,0,0,0,44500.0,3000,0,15,0,0,0,26,1,0,3,31,0,2020,0,1,0,0
1332,1030,1,2500.0,2,1,0,0,1,1,1,1,1,0,2,17000.0,7,1,0,0,0,0,0,750,0,1,0,0,0,0,14500.0,3000,0,4,0,0,2,22,1,0,3,30,0,2017,0,2,0,0
1333,2750,1,12500.0,3,1,1,0,1,4,1,0,1,0,24,43000.0,9,2,1,0,0,0,0,750,0,0,3,0,0,0,30500.0,3000,0,17,0,0,0,53,1,0,3,58,0,2017,0,1,1,0
