fraud,authorities_contacted_police,injury_claim,num_vehicles_involved,incident_type_collision,policy_liability,customer_gender_male,num_injuries,incident_dow,collision_type_front,driver_relationship_self,authorities_contacted_fire,incident_day,total_claim_amount,incident_month,incident_severity,policy_state_or,customer_gender_female,collision_type_rear,policy_state_id,incident_type_theft,policy_deductable,policy_state_az,policy_state_ca,num_witnesses,driver_relationship_spouse,driver_relationship_na,policy_state_nv,vehicle_claim,policy_annual_premium,driver_relationship_other,incident_hour,collision_type_na,driver_relationship_child,num_claims_past_year,months_as_customer,police_report_available,authorities_contacted_ambulance,customer_education,customer_age,incident_type_breakin,auto_year,authorities_contacted_none,num_insurers_past_5_years,collision_type_side,policy_state_wa
0,1,8500.0,2,1,1,1,1,1,1,0,0,3,24000.0,9,1,0,0,0,0,0,750,1,0,0,0,0,0,15500.0,3000,0,4,0,1,6,12,0,0,1,21,0,2016,0,3,0,0
0,1,0.0,3,1,2,1,0,6,1,0,0,16,16000.0,6,0,0,0,0,0,0,750,1,0,0,0,0,0,16000.0,3000,0,9,0,1,0,170,1,0,1,52,0,2018,0,1,0,0
0,1,13500.0,3,1,0,1,4,2,0,1,0,6,47000.0,2,2,0,0,1,0,0,750,0,1,2,0,0,0,33500.0,3000,0,16,0,0,0,123,1,0,4,38,0,2017,0,1,0,0
0,0,29500.0,1,1,2,1,1,2,1,1,0,7,50500.0,8,1,0,0,0,0,0,750,0,1,0,0,0,0,21000.0,3000,0,8,0,0,0,22,0,1,3,20,0,2016,0,3,0,0
0,1,14000.0,2,1,0,1,2,3,1,1,0,7,24000.0,11,1,0,0,0,0,0,750,0,1,0,0,0,0,10000.0,2950,0,17,0,0,0,210,0,0,4,70,0,2009,0,1,0,0
0,0,0.0,2,1,0,0,0,4,0,1,0,11,10500.0,10,0,0,1,0,0,0,750,0,1,0,0,0,0,10500.0,3000,0,7,0,0,0,97,0,0,3,27,0,2019,1,1,1,0
0,1,11500.0,4,1,1,1,2,3,0,1,0,14,43000.0,3,2,0,0,0,0,0,750,0,1,4,0,0,0,31500.0,3000,0,0,0,0,0,125,1,0,3,71,0,2017,0,1,1,0
0,1,0.0,3,1,0,0,0,3,1,1,0,21,4500.0,11,0,0,1,0,0,0,750,0,1,1,0,0,0,4500.0,2500,0,7,0,0,0,131,1,0,4,49,0,2014,0,1,0,0
0,0,0.0,2,1,1,0,0,0,0,1,0,15,7500.0,4,0,0,1,0,0,0,750,0,1,0,0,0,0,7500.0,3000,0,1,0,0,0,103,0,0,2,50,0,2016,1,1,1,0
0,0,12500.0,2,1,1,1,1,4,0,1,0,11,27000.0,1,0,1,0,1,0,0,750,0,0,1,0,0,0,14500.0,2650,0,3,0,0,0,27,0,0,4,25,0,2017,1,2,0,0
0,1,13000.0,3,1,2,1,4,6,1,0,0,15,47000.0,12,2,0,0,0,0,0,750,0,1,2,0,0,0,34000.0,3000,0,10,0,1,0,48,1,0,2,26,0,2017,0,1,0,0
0,1,14000.0,3,1,2,1,1,2,1,1,0,3,40500.0,7,2,0,0,0,0,0,750,0,1,1,0,0,0,26500.0,3000,0,6,0,0,0,35,1,0,0,51,0,2012,0,4,0,0
0,1,0.0,5,1,1,1,0,6,1,1,0,10,11000.0,2,1,0,0,0,0,0,750,0,0,3,0,0,0,11000.0,2900,0,3,0,0,0,159,1,0,3,67,0,2018,0,1,0,1
0,1,16500.0,2,1,1,1,3,4,0,1,0,8,48000.0,2,2,0,0,1,0,0,750,0,1,1,0,0,0,31500.0,3000,0,16,0,0,0,53,0,0,1,49,0,2017,0,1,0,0
0,1,0.0,2,1,0,0,0,2,1,1,0,3,13000.0,7,1,0,1,0,0,0,750,0,1,0,0,0,0,13000.0,3000,0,15,0,0,0,195,0,0,3,52,0,2013,0,1,0,0
0,0,0.0,1,1,2,0,0,4,0,1,0,6,8000.0,12,0,0,1,1,0,0,750,1,0,0,0,0,0,8000.0,3000,0,13,0,0,0,70,0,0,2,39,0,2012,1,1,0,0
0,1,0.0,1,0,0,1,0,3,0,0,0,27,5000.0,6,0,0,0,0,0,0,750,0,1,0,0,1,0,5000.0,3000,0,19,1,0,3,47,0,0,3,39,1,2016,0,1,0,0
0,1,3500.0,2,1,3,1,3,0,0,1,0,22,17000.0,4,1,0,0,1,0,0,750,0,0,0,0,0,1,13500.0,3000,0,17,0,0,0,41,0,0,1,22,0,2015,0,2,0,0
0,0,0.0,1,1,3,1,0,0,1,1,0,18,9000.0,11,0,1,0,0,0,0,750,0,0,0,0,0,0,9000.0,3000,0,4,0,0,0,82,0,0,1,52,0,2016,1,1,0,0
0,1,0.0,3,1,1,1,0,1,1,1,0,30,21500.0,7,1,0,0,0,0,0,750,0,1,1,0,0,0,21500.0,3000,0,13,0,0,0,30,1,0,1,49,0,2018,0,1,0,0
0,1,0.0,2,1,1,1,0,3,0,1,0,26,20500.0,9,1,1,0,0,0,0,750,0,0,0,0,0,0,20500.0,2800,0,9,0,0,0,10,1,0,0,18,0,2018,0,5,1,0
0,1,0.0,2,1,1,0,0,6,0,1,0,17,13500.0,2,1,0,1,0,0,0,750,0,0,0,0,0,1,13500.0,3000,0,12,0,0,0,167,0,0,3,70,0,2016,0,1,1,0
0,1,0.0,1,1,1,1,0,1,0,1,0,8,13500.0,1,1,0,0,1,0,0,750,0,1,0,0,0,0,13500.0,3000,0,12,0,0,0,107,1,0,4,54,0,2016,0,1,0,0
0,1,25000.0,2,1,1,1,1,4,1,1,0,2,68000.0,8,2,0,0,0,0,0,750,0,0,0,0,0,0,43000.0,3000,0,21,0,0,1,13,1,0,1,38,0,2020,0,3,0,1
0,1,0.0,2,1,1,1,0,4,1,0,0,25,26500.0,10,1,0,0,0,0,0,750,0,1,0,0,0,0,26500.0,3000,0,6,0,1,0,94,0,0,1,60,0,2019,0,1,0,0
0,0,0.0,2,1,0,0,0,2,0,1,0,23,9000.0,1,0,0,1,1,0,0,750,0,1,0,0,0,0,9000.0,3000,0,17,0,0,0,138,0,0,2,52,0,2019,1,1,0,0
0,1,16500.0,3,1,2,0,1,3,0,1,0,10,47500.0,10,2,0,1,1,0,0,750,1,0,0,0,0,0,31000.0,3000,0,7,0,0,0,34,1,0,4,25,0,2019,0,1,0,0
0,1,0.0,1,0,0,1,0,1,0,0,0,15,12000.0,1,0,0,0,0,0,0,750,0,1,0,0,1,0,12000.0,3000,0,2,1,0,0,146,0,0,1,40,1,2016,0,1,0,0
0,1,0.0,1,0,2,0,0,2,0,0,0,24,12500.0,7,0,0,1,0,0,0,750,0,0,0,0,1,0,12500.0,3000,0,10,1,0,0,238,0,0,3,52,1,2017,0,1,0,1
0,1,17000.0,3,1,0,1,3,2,1,1,0,27,20000.0,3,2,0,0,0,0,0,750,0,1,2,0,0,0,3000.0,2550,0,0,0,0,0,73,1,0,1,42,0,2003,0,1,0,0
0,0,0.0,2,1,0,0,0,3,1,0,0,24,9000.0,10,0,0,1,0,0,0,750,0,1,1,1,0,0,9000.0,3000,0,3,0,0,0,116,0,0,3,37,0,2019,1,1,0,0
0,1,0.0,1,0,0,1,0,1,0,0,0,26,12500.0,11,0,0,0,0,0,0,750,0,1,1,0,1,0,12500.0,3000,0,12,1,0,0,40,0,0,1,36,1,2016,0,2,0,0
0,1,30000.0,3,1,2,1,1,2,0,1,0,17,66000.0,4,2,0,0,1,0,0,750,0,0,2,0,0,0,36000.0,3000,0,19,0,0,0,57,1,0,2,24,0,2018,0,1,0,1
0,0,30000.0,2,1,0,1,2,3,1,0,0,20,45000.0,6,1,0,0,0,0,0,750,1,0,0,0,0,0,15000.0,3000,0,16,0,1,0,81,0,1,4,38,0,2020,0,1,0,0
0,1,0.0,1,0,0,1,0,1,0,0,0,6,14000.0,8,0,0,0,0,0,0,750,0,1,0,0,1,0,14000.0,3000,0,20,1,0,0,142,0,0,3,54,1,2017,0,1,0,0
0,1,25000.0,2,1,1,1,1,0,0,1,0,7,41000.0,1,1,1,0,0,0,0,750,0,0,0,0,0,0,16000.0,2750,0,3,0,0,0,41,1,0,2,26,0,2017,0,2,1,0
0,0,12000.0,2,1,1,1,3,0,1,1,1,4,41500.0,11,2,0,0,0,0,0,750,0,0,0,0,0,0,29500.0,2700,0,14,0,0,0,143,0,0,3,32,0,2017,0,1,0,1
0,1,0.0,2,1,2,1,0,4,0,1,0,25,13000.0,10,0,0,0,1,0,0,750,0,1,0,0,0,0,13000.0,3000,0,11,0,0,0,88,1,0,2,45,0,2011,0,1,0,0
0,1,0.0,2,1,0,1,0,1,1,1,0,22,18000.0,10,1,0,0,0,0,0,750,0,1,0,0,0,0,18000.0,2900,0,15,0,0,0,12,0,0,1,33,0,2019,0,3,0,0
0,1,0.0,4,1,0,1,0,3,0,0,0,19,11500.0,12,0,0,0,1,0,0,750,1,0,2,1,0,0,11500.0,3000,0,14,0,0,0,49,1,0,3,25,0,2017,0,2,0,0
0,1,30000.0,3,1,2,1,1,2,0,1,0,24,43000.0,7,0,0,0,0,0,0,750,0,1,0,0,0,0,13000.0,3000,0,11,0,0,0,24,1,0,4,52,0,2016,0,4,1,0
1,1,0.0,3,1,1,0,0,4,0,0,0,6,12500.0,9,1,0,1,1,0,0,750,0,1,0,0,0,0,12500.0,3000,0,10,0,1,0,16,1,0,1,34,0,2013,0,4,0,0
0,1,31000.0,1,0,3,1,1,2,0,0,0,5,46500.0,6,1,0,0,0,0,1,750,0,0,0,0,1,0,15500.0,3000,0,19,1,0,2,57,0,0,4,44,0,2017,0,1,0,1
0,0,0.0,1,1,0,1,0,3,0,1,0,3,12000.0,10,0,0,0,0,0,0,750,0,1,0,0,0,0,12000.0,3000,0,10,0,0,0,31,0,0,1,55,0,2014,1,3,1,0
0,0,15000.0,2,1,0,1,1,2,0,0,1,14,47500.0,8,2,0,0,1,0,0,750,0,1,1,1,0,0,32500.0,3000,0,10,0,0,0,57,0,0,1,40,0,2015,0,2,0,0
0,1,13000.0,2,1,3,0,1,4,1,1,0,26,25500.0,7,1,0,1,0,0,0,750,0,1,0,0,0,0,12500.0,3000,0,9,0,0,0,45,0,0,3,33,0,2018,0,2,0,0
0,1,60000.0,3,1,2,1,3,0,0,1,0,19,79000.0,8,1,0,0,1,0,0,750,0,1,4,0,0,0,19000.0,3000,0,11,0,0,0,82,1,0,1,48,0,2016,0,1,0,0
0,1,0.0,4,1,2,1,0,0,1,0,0,16,9000.0,9,0,0,0,0,0,0,750,0,1,0,1,0,0,9000.0,3000,0,19,0,0,0,95,1,0,1,57,0,2014,0,1,0,0
0,1,0.0,2,1,0,0,0,1,0,1,0,19,16500.0,3,1,0,1,1,0,0,750,0,1,2,0,0,0,16500.0,3000,0,7,0,0,0,120,0,0,1,47,0,2019,0,1,0,0
0,0,0.0,2,1,1,1,0,3,1,1,0,29,11000.0,8,0,0,0,0,0,0,750,0,0,0,0,0,0,11000.0,2900,0,9,0,0,0,111,0,0,3,41,0,2014,1,1,0,1
0,1,0.0,1,0,0,0,0,1,0,0,0,17,23000.0,12,1,0,1,0,0,1,750,1,0,0,0,1,0,23000.0,3000,0,9,1,0,0,42,1,0,1,24,0,2020,0,2,0,0
0,0,0.0,2,1,1,1,0,0,1,1,0,15,11000.0,4,0,0,0,0,0,0,750,0,1,0,0,0,0,11000.0,3000,0,4,0,0,0,50,0,0,1,33,0,2017,1,1,0,0
0,1,6500.0,2,1,2,1,1,3,0,1,0,12,19500.0,9,1,0,0,1,0,0,750,1,0,1,0,0,0,13000.0,2650,0,13,0,0,0,129,0,0,4,37,0,2015,0,1,0,0
0,1,0.0,2,1,2,1,0,5,0,1,0,19,9000.0,1,0,0,0,1,0,0,750,1,0,0,0,0,0,9000.0,2950,0,7,0,0,0,69,0,0,3,35,0,2019,0,1,0,0
0,1,0.0,2,1,3,0,0,1,1,1,0,1,9000.0,1,0,0,1,0,0,0,750,0,1,1,0,0,0,9000.0,2850,0,13,0,0,0,84,1,0,3,44,0,2016,0,1,0,0
0,0,0.0,2,1,1,0,0,0,0,1,0,3,5500.0,6,0,1,1,1,0,0,750,0,0,2,0,0,0,5500.0,3000,0,9,0,0,0,141,0,0,1,31,0,2018,1,1,0,0
0,1,30000.0,2,1,0,0,2,4,1,0,0,12,46000.0,7,1,0,1,0,0,0,750,0,1,1,1,0,0,16000.0,3000,0,13,0,0,0,168,1,0,3,51,0,2018,0,1,0,0
0,0,0.0,2,1,1,1,0,1,1,1,0,23,21000.0,7,1,0,0,0,0,0,750,0,1,2,0,0,0,21000.0,2700,0,13,0,0,0,88,0,1,3,61,0,2016,0,1,0,0
0,0,0.0,2,1,1,0,0,6,0,1,0,22,6500.0,12,0,0,1,0,0,0,750,0,0,0,0,0,0,6500.0,2750,0,14,0,0,0,123,0,0,4,73,0,2015,1,1,1,1
0,1,7500.0,3,1,1,1,1,1,1,0,0,3,41500.0,9,2,0,0,0,0,0,750,0,0,2,0,0,0,34000.0,2650,1,11,0,0,0,65,1,0,3,41,0,2018,0,1,0,1
0,0,0.0,2,1,3,1,0,0,1,1,0,4,7500.0,2,0,0,0,0,0,0,750,0,1,0,0,0,0,7500.0,3000,0,16,0,0,0,29,0,0,1,22,0,2009,1,3,0,0
0,0,0.0,2,1,1,1,0,1,1,1,0,3,10500.0,9,0,0,0,0,0,0,750,0,1,0,0,0,0,10500.0,3000,0,14,0,0,0,212,0,0,4,64,0,2016,1,1,0,0
0,1,0.0,1,0,1,1,0,2,0,0,0,4,12500.0,9,1,0,0,0,0,1,750,0,0,0,0,1,0,12500.0,3000,0,10,1,0,0,54,0,0,4,41,0,2013,0,2,0,1
0,1,0.0,2,1,0,1,0,6,1,0,0,25,13000.0,8,1,0,0,0,0,0,750,0,1,0,1,0,0,13000.0,3000,0,11,0,0,0,61,1,0,4,55,0,2015,0,1,0,0
0,1,22500.0,3,1,1,0,1,2,0,1,0,4,58500.0,9,2,0,1,1,0,0,750,0,1,3,0,0,0,36000.0,3000,0,19,0,0,0,92,1,0,1,54,0,2016,0,1,0,0
0,1,11000.0,3,1,0,1,1,0,0,1,0,13,27000.0,5,1,0,0,0,0,0,750,0,1,1,0,0,0,16000.0,3000,0,13,0,0,0,10,1,0,3,20,0,2015,0,2,1,0
0,1,1500.0,4,1,3,1,4,6,0,1,0,24,23000.0,3,2,0,0,0,0,0,750,1,0,5,0,0,0,21500.0,2450,0,20,0,0,0,147,1,0,4,57,0,2012,0,1,1,0
0,1,0.0,1,0,1,0,0,3,0,0,0,17,21000.0,10,0,0,1,0,0,0,750,0,1,0,0,1,0,21000.0,3000,0,14,1,0,0,77,0,0,4,40,1,2019,0,1,0,0
0,1,0.0,4,1,1,1,0,3,0,1,0,21,20000.0,2,1,0,0,1,0,0,750,0,1,2,0,0,0,20000.0,2850,0,13,0,0,0,40,1,0,3,33,0,2018,0,3,0,0
0,1,14000.0,2,1,0,1,1,1,1,1,0,12,31000.0,3,1,0,0,0,0,0,750,0,1,1,0,0,0,17000.0,2900,0,12,0,0,0,284,0,0,4,71,0,2020,0,1,0,0
0,1,0.0,2,1,2,1,0,4,1,1,0,23,17500.0,8,1,0,0,0,0,0,750,0,1,0,0,0,0,17500.0,3000,0,15,0,0,1,136,0,0,3,48,0,2019,0,1,0,0
1,0,30000.0,2,1,0,1,3,6,0,1,1,20,61000.0,1,2,0,0,0,0,0,750,0,1,1,0,0,0,31000.0,3000,0,2,0,0,0,7,0,0,1,19,0,2019,0,3,1,0
0,1,0.0,1,0,0,1,0,2,0,0,0,18,9500.0,9,1,0,0,0,0,1,750,0,1,0,0,1,0,9500.0,2450,0,14,1,0,0,72,0,0,3,55,0,2014,0,1,0,0
0,0,0.0,1,1,1,1,0,0,0,0,1,19,26500.0,8,2,0,0,1,0,0,750,0,0,0,0,0,0,26500.0,3000,0,22,0,1,0,74,0,0,3,49,0,2016,0,1,0,1
0,1,11000.0,3,1,0,0,4,2,0,1,0,8,21000.0,5,1,0,1,0,0,0,750,0,1,1,0,0,0,10000.0,2600,0,8,0,0,0,172,1,0,4,60,0,2014,0,1,1,0
0,1,0.0,2,1,2,1,0,3,1,1,0,15,16000.0,8,1,0,0,0,0,0,750,0,0,0,0,0,1,16000.0,2900,0,18,0,0,0,52,0,0,4,59,0,2011,0,1,0,0
0,0,0.0,2,1,2,0,0,0,1,0,0,22,14500.0,7,0,0,1,0,0,0,750,1,0,2,1,0,0,14500.0,2950,0,19,0,0,0,128,0,0,1,49,0,2016,1,1,0,0
0,0,0.0,2,1,1,1,0,0,1,1,0,18,14500.0,2,0,1,0,0,0,0,750,0,0,0,0,0,0,14500.0,3000,0,8,0,0,0,134,0,0,3,48,0,2019,1,1,0,0
0,0,0.0,2,1,2,0,0,1,0,0,0,15,1000.0,1,0,1,1,1,0,0,750,0,0,0,1,0,0,1000.0,2700,0,12,0,0,0,40,0,0,1,73,0,2011,1,2,0,0
0,1,0.0,4,1,1,1,0,0,1,0,0,4,4500.0,2,0,0,0,0,0,0,750,0,1,4,1,0,0,4500.0,3000,0,13,0,0,0,31,1,0,1,25,0,2016,0,2,0,0
0,1,0.0,2,1,1,1,0,1,0,1,0,19,25000.0,3,1,0,0,0,0,0,750,1,0,0,0,0,0,25000.0,2900,0,22,0,0,0,14,0,0,1,34,0,2020,0,1,1,0
0,1,15000.0,3,1,0,1,1,0,0,1,0,18,50000.0,3,2,0,0,1,0,0,750,0,1,0,0,0,0,35000.0,2900,0,17,0,0,0,162,1,0,3,71,0,2016,0,1,0,0
0,0,0.0,2,1,3,0,0,4,1,0,0,20,5000.0,9,0,0,1,0,0,0,750,0,0,0,1,0,0,5000.0,2450,0,15,0,0,0,96,0,0,2,26,0,2008,1,1,0,1
0,1,25500.0,2,1,3,0,2,0,1,1,0,17,42000.0,6,1,0,1,0,0,0,750,0,0,1,0,0,0,16500.0,2550,0,21,0,0,0,145,1,0,4,54,0,2016,0,1,0,1
0,1,21500.0,2,1,3,0,1,4,0,1,0,9,38000.0,8,1,0,1,1,0,0,750,0,0,0,0,0,0,16500.0,3000,0,17,0,0,0,46,1,0,3,54,0,2015,0,2,0,1
0,1,18500.0,2,1,1,0,1,4,1,1,0,7,32000.0,6,2,0,1,0,1,0,750,0,0,3,0,0,0,13500.0,2500,0,8,0,0,0,91,1,0,3,36,0,2005,0,1,0,0
0,1,0.0,1,1,2,1,0,4,1,1,0,21,10000.0,6,0,0,0,0,0,0,750,0,1,0,0,0,0,10000.0,3000,0,9,0,0,0,120,0,0,4,70,0,2016,0,1,0,0
0,1,0.0,2,1,0,1,0,3,0,1,0,4,43000.0,4,2,0,0,0,0,0,750,0,1,0,0,0,0,43000.0,3000,0,12,0,0,0,43,0,0,3,32,0,2019,0,2,1,0
0,1,0.0,2,1,0,1,0,4,0,1,0,25,13500.0,10,1,0,0,1,0,0,750,0,1,2,0,0,0,13500.0,3000,0,13,0,0,0,39,1,0,3,53,0,2015,0,2,0,0
0,1,0.0,3,1,1,1,0,5,0,1,0,14,17000.0,12,1,0,0,1,0,0,750,0,1,2,0,0,0,17000.0,3000,0,21,0,0,0,11,1,0,3,21,0,2018,0,3,0,0
0,1,0.0,2,1,1,0,0,0,0,0,0,30,20000.0,9,1,1,1,0,0,0,750,0,0,1,1,0,0,20000.0,3000,0,14,0,0,0,165,0,0,4,59,0,2019,0,1,1,0
0,1,12500.0,3,1,0,1,1,0,1,1,0,8,38500.0,4,2,0,0,0,0,0,750,0,1,3,0,0,0,26000.0,3000,0,21,0,0,0,35,1,0,1,64,0,2012,0,4,0,0
0,1,0.0,3,1,0,1,0,6,0,1,0,10,20000.0,11,1,0,0,1,0,0,750,0,1,2,0,0,0,20000.0,3000,0,5,0,0,1,69,1,0,1,65,0,2019,0,1,0,0
0,0,0.0,2,1,2,1,0,3,1,1,0,24,16000.0,10,0,0,0,0,0,0,750,0,1,2,0,0,0,16000.0,3000,0,5,0,0,1,35,0,0,3,40,0,2015,1,4,0,0
0,1,0.0,3,1,0,1,0,3,1,1,0,24,13500.0,1,1,0,0,0,0,0,750,0,1,0,0,0,0,13500.0,3000,0,12,0,0,0,136,1,0,3,63,0,2015,0,1,0,0
0,0,0.0,1,1,3,1,0,4,1,1,0,9,8000.0,8,0,0,0,0,0,0,750,0,1,0,0,0,0,8000.0,3000,0,12,0,0,0,154,0,0,3,51,0,2017,1,1,0,0
0,1,4000.0,2,1,0,1,1,3,0,1,0,14,13000.0,11,1,0,0,1,0,0,750,0,1,0,0,0,0,9000.0,3000,0,14,0,0,0,29,0,0,4,24,0,2013,0,1,0,0
0,0,0.0,2,1,2,0,0,3,0,1,0,15,6000.0,8,0,1,1,1,0,0,750,0,0,3,0,0,0,6000.0,3000,0,11,0,0,0,128,0,0,3,52,0,2018,1,1,0,0
0,1,0.0,2,1,1,1,0,5,0,1,0,31,17000.0,8,1,0,0,0,0,0,750,0,1,3,0,0,0,17000.0,3000,0,16,0,0,0,103,1,0,4,47,0,2013,0,1,1,0
0,0,0.0,2,1,2,1,0,1,0,1,0,19,30000.0,2,2,0,0,0,0,0,750,0,0,2,0,0,1,30000.0,3000,0,17,0,0,0,58,0,1,3,25,0,2015,0,1,1,0
0,1,25000.0,3,1,1,0,1,0,0,1,0,9,44500.0,12,1,0,1,0,0,0,750,0,0,0,0,0,0,19500.0,3000,0,9,0,0,0,149,1,0,3,58,0,2018,0,1,1,1
0,0,0.0,2,1,3,1,0,5,0,0,0,9,8000.0,2,0,0,0,1,0,0,750,0,1,1,0,0,0,8000.0,2400,0,14,0,1,0,118,0,0,3,52,0,2012,1,1,0,0
0,0,15000.0,2,1,0,1,1,1,1,1,0,16,19000.0,4,0,0,0,0,0,0,750,1,0,1,0,0,0,4000.0,3000,0,15,0,0,0,36,0,0,3,65,0,2017,1,1,0,0
0,1,0.0,1,0,1,0,0,1,0,0,0,22,23500.0,10,1,0,1,0,0,1,750,0,1,0,0,1,0,23500.0,3000,0,19,1,0,0,22,0,0,3,52,0,2020,0,1,0,0
0,0,0.0,1,1,1,1,0,2,0,1,1,25,38000.0,12,2,0,0,0,0,0,750,1,0,0,0,0,0,38000.0,3000,0,16,0,0,0,54,0,0,4,43,0,2017,0,1,1,0
0,1,0.0,1,0,0,1,0,3,0,0,0,11,8500.0,4,0,0,0,0,0,0,750,0,1,0,0,1,0,8500.0,2950,0,11,1,0,0,94,0,0,3,45,1,2014,0,1,0,0
0,1,0.0,3,1,0,1,0,1,1,1,0,12,8500.0,11,0,0,0,0,0,0,750,0,1,1,0,0,0,8500.0,3000,0,7,0,0,0,8,1,0,1,37,0,2014,0,5,0,0
0,1,0.0,3,1,2,1,0,2,0,1,0,9,42500.0,1,2,0,0,0,0,0,750,0,1,2,0,0,0,42500.0,2600,0,13,0,0,0,59,1,0,3,64,0,2019,0,2,1,0
0,1,30000.0,3,1,2,1,1,2,1,1,0,23,62500.0,1,2,0,0,0,0,0,750,0,1,1,0,0,0,32500.0,2900,0,14,0,0,0,135,1,0,1,46,0,2014,0,1,0,0
0,1,0.0,3,1,1,1,0,5,0,0,0,9,38000.0,11,2,0,0,1,0,0,750,1,0,2,0,0,0,38000.0,2950,0,14,0,1,0,174,1,0,3,65,0,2020,0,1,0,0
1,0,0.0,1,1,3,1,0,6,0,1,0,3,18000.0,3,0,0,0,1,0,0,750,0,1,0,0,0,0,18000.0,2850,0,16,0,0,0,5,0,0,1,19,0,2018,1,3,0,0
0,1,30000.0,3,1,0,1,4,3,1,1,0,19,54500.0,9,1,0,0,0,0,0,750,0,1,0,0,0,0,24500.0,3000,0,13,0,0,0,131,1,0,1,29,0,2020,0,1,0,0
0,0,0.0,2,1,2,1,0,0,0,1,0,6,10500.0,5,0,0,0,1,0,0,750,0,1,0,0,0,0,10500.0,3000,0,20,0,0,0,132,0,0,3,55,0,2019,1,1,0,0
0,0,0.0,2,1,3,1,0,6,1,1,0,2,14500.0,6,0,0,0,0,0,0,750,0,1,0,0,0,0,14500.0,3000,0,5,0,0,0,323,0,0,3,67,0,2014,1,1,0,0
0,1,0.0,1,0,2,1,0,5,0,0,0,1,9500.0,6,0,0,0,0,0,0,750,0,1,1,0,1,0,9500.0,3000,0,10,1,0,0,164,0,0,3,55,1,2014,0,1,0,0
0,1,0.0,3,1,3,1,0,2,0,1,0,6,15000.0,2,1,0,0,1,0,0,750,0,1,1,0,0,0,15000.0,3000,0,17,0,0,0,140,1,0,3,43,0,2017,0,1,0,0
0,1,30000.0,3,1,2,1,1,4,1,0,0,27,66500.0,12,2,0,0,0,0,0,750,0,1,0,0,0,0,36500.0,3000,0,17,0,1,0,218,1,0,4,50,0,2017,0,1,0,0
0,1,15000.0,3,1,0,0,1,0,1,0,0,17,54500.0,6,2,0,1,0,0,0,750,0,1,1,0,0,0,39500.0,3000,1,16,0,0,0,165,1,0,3,41,0,2019,0,1,0,0
0,0,0.0,1,1,0,0,0,3,0,0,0,6,12000.0,6,0,0,1,1,0,0,750,0,1,0,0,0,0,12000.0,3000,0,12,0,1,1,118,0,0,3,70,0,2019,1,1,0,0
0,0,0.0,1,1,1,0,0,4,0,1,0,11,3500.0,1,0,0,1,1,0,0,750,0,1,0,0,0,0,3500.0,3000,0,2,0,0,0,39,0,0,4,46,0,2014,1,2,0,0
0,1,0.0,3,1,0,0,0,0,1,1,0,4,13500.0,3,0,0,1,0,0,0,750,0,1,1,0,0,0,13500.0,3000,0,9,0,0,0,27,1,0,4,26,0,2013,0,2,0,0
1,1,0.0,2,1,3,1,0,2,1,1,0,13,7000.0,11,0,0,0,0,0,0,750,0,0,0,0,0,0,7000.0,2700,0,13,0,0,0,238,0,0,1,74,0,2014,0,1,0,1
0,0,0.0,1,1,3,0,0,6,1,1,0,6,4000.0,10,0,0,1,0,0,0,800,0,1,0,0,0,0,4000.0,2400,0,1,0,0,0,97,0,0,1,69,0,2015,1,1,0,0
0,0,0.0,1,1,1,1,0,4,1,0,0,27,8000.0,9,0,0,0,0,0,0,750,0,1,0,1,0,0,8000.0,3000,0,5,0,0,0,57,0,0,2,36,0,2017,1,2,0,0
0,1,15000.0,3,1,0,0,1,6,0,1,0,15,30000.0,12,1,0,1,0,0,0,750,0,1,0,0,0,0,15000.0,2550,0,7,0,0,0,189,1,0,3,40,0,2014,0,1,1,0
0,1,14500.0,2,1,0,0,3,2,1,1,0,27,32000.0,11,1,0,1,0,0,0,750,1,0,0,0,0,0,17500.0,3000,0,5,0,0,0,80,0,0,3,32,0,2017,0,1,0,0
0,1,0.0,1,0,0,0,0,0,0,0,0,3,16000.0,6,0,0,1,0,0,0,750,0,1,0,0,1,0,16000.0,3000,0,12,1,0,0,66,0,0,4,43,1,2017,0,1,0,0
0,1,0.0,2,1,0,1,0,3,0,1,0,26,10500.0,9,1,0,0,0,0,0,750,0,1,2,0,0,0,10500.0,3000,0,4,0,0,0,51,1,0,2,39,0,2018,0,1,1,0
0,1,30000.0,4,1,0,1,4,1,0,1,0,17,66500.0,9,2,0,0,1,0,0,750,1,0,3,0,0,0,36500.0,2800,0,10,0,0,0,82,1,0,3,49,0,2019,0,1,0,0
0,0,25000.0,2,1,1,1,1,3,1,1,1,14,55500.0,11,2,0,0,0,0,0,750,0,0,0,0,0,1,30500.0,2950,0,22,0,0,0,40,0,0,3,57,0,2015,0,1,0,0
0,1,17000.0,3,1,3,1,1,3,1,1,0,25,39000.0,7,1,0,0,0,0,0,750,0,1,1,0,0,0,22000.0,3000,0,6,0,0,0,69,1,0,4,40,0,2020,0,1,0,0
0,1,19000.0,3,1,3,0,3,2,0,1,0,16,49000.0,1,1,0,1,1,0,0,750,0,1,0,0,0,0,30000.0,3000,0,11,0,0,0,154,1,0,1,61,0,2020,0,1,0,0
0,1,0.0,3,1,0,0,0,3,0,1,0,19,42000.0,12,2,0,1,1,0,0,750,0,1,2,0,0,0,42000.0,3000,0,6,0,0,0,32,1,0,3,25,0,2018,0,2,0,0
